difficulty,target_type,condition,dist_pos_x,ans,target_idx,thisN,thisTrialN,thisRepN,Anskey.keys,Anskey.corr,Anskey.rt,Anskey.duration,Prac_Loop.thisRepN,Prac_Loop.thisTrialN,Prac_Loop.thisN,Prac_Loop.thisIndex,Trials_Loop.thisRepN,Trials_Loop.thisTrialN,Trials_Loop.thisN,Trials_Loop.thisIndex,thisRow.t,notes,piloting,Intro.started,Intro.stopped,Intro_keyresp.keys,Intro_keyresp.rt,Intro_keyresp.duration,Trial_Routine.started,Anskey.started,Trial_Routine.stopped,Prac_Loop.Anskey.keys,Prac_Loop.Anskey.corr,Prac_Loop.Anskey.rt,Prac_Loop.Anskey.duration,Ready.started,Ready.stopped,Ready_keyresp.keys,Ready_keyresp.rt,Ready_keyresp.duration,Trials_Loop.Anskey.keys,Trials_Loop.Anskey.corr,Trials_Loop.Anskey.rt,Trials_Loop.Anskey.duration,ThankYou.started,ThankYou.stopped,Thanks_keyresp.keys,Thanks_keyresp.rt,Thanks_keyresp.duration,participant,date,expName,expVersion,psychopyVersion,frameRate,expStart
4,diamond,incong,10,l,4,0,0,0,l,1,1.3104961999924853,None,,,,,0,0,0,190,42.346268599969335,,,,,,,,42.33616609999444,42.78491430002032,44.09827110002516,,,,,,,,,,l,1,1.3104961999924853,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,square,cong,-10,a,2,1,1,0,a,1,1.2834157000179403,None,,,,,0,1,1,146,44.10436200001277,,,,,,,,44.10032029997092,44.60055249999277,45.888462500006426,,,,,,,,,,a,1,1.2834157000179403,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
2,diamond,incong,10,l,0,2,2,0,l,1,1.2127631999901496,None,,,,,0,2,2,90,45.895981699984986,,,,,,,,45.889787500025705,46.3908136,47.60498070000904,,,,,,,,,,l,1,1.2127631999901496,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,square,cong,-10,a,4,3,3,0,a,1,1.3024711000034586,None,,,,,0,3,3,100,47.61166609998327,,,,,,,,47.60642089997418,48.10504039999796,49.41180090000853,,,,,,,,,,a,1,1.3024711000034586,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,square,cong,10,a,1,4,4,0,a,1,0.9843019999680109,None,,,,,0,4,4,151,49.42049300001236,,,,,,,,49.41325440001674,49.905297600023914,50.89508149999892,,,,,,,,,,a,1,0.9843019999680109,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,diamond,incong,10,l,2,5,5,0,l,1,2.811925899994094,None,,,,,0,5,5,188,50.90357620001305,,,,,,,,50.896504600008484,51.39889509999193,54.2120288,,,,,,,,,,l,1,2.811925899994094,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
2,square,cong,-10,a,2,6,6,0,a,1,0.8540417999611236,None,,,,,0,6,6,50,54.21836230001645,,,,,,,,54.21332069998607,54.71500670001842,55.577371400024276,,,,,,,,,,a,1,0.8540417999611236,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
2,diamond,cong,10,l,2,7,7,0,l,1,0.7580868999939412,None,,,,,0,7,7,80,55.58577679999871,,,,,,,,55.5783475,56.07173359999433,56.835392399982084,,,,,,,,,,l,1,0.7580868999939412,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
2,square,incong,10,a,3,8,8,0,a,1,0.7160993000143208,None,,,,,0,8,8,69,56.84273219999159,,,,,,,,56.83659010002157,57.33887330000289,58.05993039999157,,,,,,,,,,a,1,0.7160993000143208,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,diamond,cong,10,l,2,9,9,0,l,1,1.427675300044939,None,,,,,0,9,9,176,58.06837589998031,,,,,,,,58.061355700017884,58.55529230000684,59.98485680000158,,,,,,,,,,l,1,1.427675300044939,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,diamond,cong,10,l,3,10,10,0,l,1,2.0319415000267327,None,,,,,0,10,10,177,59.99184480000986,,,,,,,,59.98641900002258,60.48078909999458,62.51721949997591,,,,,,,,,,l,1,2.0319415000267327,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,square,cong,-10,a,5,11,11,0,a,1,0.6614768999861553,None,,,,,0,11,11,101,62.5254046,,,,,,,,62.51856160000898,63.01195850002114,63.67538859997876,,,,,,,,,,a,1,0.6614768999861553,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,diamond,incong,-10,l,0,12,12,0,l,1,1.1486160999629647,None,,,,,0,12,12,180,63.6825798,,,,,,,,63.67676020000363,64.17094599996926,65.32473579997895,,,,,,,,,,l,1,1.1486160999629647,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
2,square,cong,-10,a,4,13,13,0,a,1,0.6609157999628223,None,,,,,0,13,13,52,65.33294669998577,,,,,,,,65.32600830000592,65.820854,66.48363119998248,,,,,,,,,,a,1,0.6609157999628223,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,square,incong,10,a,2,14,14,0,a,1,0.8633446999592707,None,,,,,0,14,14,116,66.49098200001754,,,,,,,,66.48502339998959,66.98667710000882,67.85784269997384,,,,,,,,,,a,1,0.8633446999592707,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,square,incong,10,a,4,15,15,0,a,1,1.5405080000055023,None,,,,,0,15,15,166,67.8649459,,,,,,,,67.85940409998875,68.35977380000986,69.90781960001914,,,,,,,,,,a,1,1.5405080000055023,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,square,cong,10,a,3,16,16,0,a,1,1.7856075000017881,None,,,,,0,16,16,153,69.91560020000907,,,,,,,,69.90948009997373,70.40261330001522,72.18984499998624,,,,,,,,,,a,1,1.7856075000017881,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,diamond,incong,-10,l,0,17,17,0,l,1,0.6740601999917999,None,,,,,0,17,17,132,72.19748690002598,,,,,,,,72.19114329997683,72.68528029997833,73.36475639999844,,,,,,,,,,l,1,0.6740601999917999,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,square,incong,-10,a,1,18,18,0,a,1,0.6751451999880373,None,,,,,0,18,18,109,73.37277870002436,,,,,,,,73.36611150001409,73.86053970002104,74.53902139997808,,,,,,,,,,a,1,0.6751451999880373,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,square,incong,10,a,1,19,19,0,a,1,1.6662634999956936,None,,,,,0,19,19,115,74.5465648,,,,,,,,74.54037940001581,75.03397709998535,76.70519409998087,,,,,,,,,,a,1,1.6662634999956936,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,diamond,cong,10,l,0,20,20,0,l,1,1.1150898999767378,None,,,,,0,20,20,126,76.71369990002131,,,,,,,,76.70656030002283,77.20082069997443,78.32134319999022,,,,,,,,,,l,1,1.1150898999767378,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
2,diamond,cong,-10,l,1,21,21,0,l,1,1.4866828999947757,None,,,,,0,21,21,73,78.32894520001719,,,,,,,,78.32275450002635,78.81672910001362,80.30642099998659,,,,,,,,,,l,1,1.4866828999947757,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,square,incong,-10,a,4,22,22,0,a,1,0.8684111000038683,None,,,,,0,22,22,112,80.3118555,,,,,,,,80.30788300000131,80.8082442,81.67907969997032,,,,,,,,,,a,1,0.8684111000038683,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
1,square,incong,-10,a,4,23,23,0,a,1,0.4557469999999739,None,,,,,0,23,23,16,81.68671059998451,,,,,,,,81.68021239998052,82.17420850001508,82.63699490000727,,,,,,,,,,a,1,0.4557469999999739,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,square,incong,-10,a,0,24,24,0,a,1,1.7146636999677867,None,,,,,0,24,24,156,82.64562069997191,,,,,,,,82.63841979997233,83.13414280000143,84.85423380002612,,,,,,,,,,a,1,1.7146636999677867,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
1,diamond,incong,-10,l,4,25,25,0,l,1,0.6565076000406407,None,,,,,0,25,25,40,84.86115080001764,,,,,,,,84.85549370001536,85.35405089997221,86.01261610002257,,,,,,,,,,l,1,0.6565076000406407,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,square,cong,-10,a,5,26,26,0,a,1,1.0581658000010066,None,,,,,0,26,26,149,86.02004610002041,,,,,,,,86.0137958,86.51390979997814,87.57739639998181,,,,,,,,,,a,1,1.0581658000010066,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
1,diamond,incong,-10,l,5,27,27,0,l,1,0.5374810000066645,None,,,,,0,27,27,41,87.58531930000754,,,,,,,,87.57857940002577,88.07222420000471,88.61199180001859,,,,,,,,,,l,1,0.5374810000066645,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,square,cong,10,a,3,28,28,0,a,1,1.2205170000088401,None,,,,,0,28,28,105,88.61894630000461,,,,,,,,88.6134383,89.11445519997505,90.33568560000276,,,,,,,,,,a,1,1.2205170000088401,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
2,diamond,incong,10,l,3,29,29,0,l,1,0.6565397999947891,None,,,,,0,29,29,93,90.34251260000747,,,,,,,,90.33694020000985,90.82978319999529,91.49366179999197,,,,,,,,,,l,1,0.6565397999947891,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,square,incong,10,a,2,30,30,0,a,1,1.3807758999755606,None,,,,,0,30,30,164,91.50188230001368,,,,,,,,91.49513330002083,91.99536519998219,93.38458289997652,,,,,,,,,,a,1,1.3807758999755606,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
2,square,incong,-10,a,1,31,31,0,a,1,0.9864498000242747,None,,,,,0,31,31,61,93.39210719999392,,,,,,,,93.38581519998843,93.88750660000369,94.87582179997116,,,,,,,,,,a,1,0.9864498000242747,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
1,diamond,cong,-10,l,4,32,32,0,l,1,0.5507524000131525,None,,,,,0,32,32,28,94.88322969997535,,,,,,,,94.87657600000966,95.37094120000256,95.92647090001265,,,,,,,,,,l,1,0.5507524000131525,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,square,incong,10,a,5,33,33,0,a,1,1.2964044000254944,None,,,,,0,33,33,119,95.93315669998992,,,,,,,,95.92788490001112,96.42146189999767,97.71897829999216,,,,,,,,,,a,1,1.2964044000254944,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
1,diamond,incong,10,l,0,34,34,0,l,1,0.6477575000026263,None,,,,,0,34,34,42,97.72465370001737,,,,,,,,97.72022149997065,98.22042640001746,98.87596560001839,,,,,,,,,,l,1,0.6477575000026263,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,diamond,cong,10,l,4,35,35,0,l,1,1.4352875999757089,None,,,,,0,35,35,130,98.8835328,,,,,,,,98.87741349998396,99.37075760000153,100.80921450001188,,,,,,,,,,l,1,1.4352875999757089,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
1,diamond,incong,10,l,2,36,36,0,l,1,0.6347232999978587,None,,,,,0,36,36,44,100.81585840001935,,,,,,,,100.81047010002658,101.30836369999452,101.94925359997433,,,,,,,,,,l,1,0.6347232999978587,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
2,diamond,cong,10,l,5,37,37,0,l,1,0.6211577999638394,None,,,,,0,37,37,83,101.95704319997458,,,,,,,,101.95048739999766,102.44291370001156,103.06616470002336,,,,,,,,,,l,1,0.6211577999638394,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,diamond,cong,-10,l,1,38,38,0,l,1,1.2065575000015087,None,,,,,0,38,38,169,103.07286399998702,,,,,,,,103.06770319998031,103.56079750001663,104.77405210002325,,,,,,,,,,l,1,1.2065575000015087,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,square,cong,-10,a,0,39,39,0,a,1,0.588399,None,,,,,0,39,39,96,104.78141860000324,,,,,,,,104.77547120000236,105.26933119999012,105.86481840000488,,,,,,,,,,a,1,0.588399,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,diamond,cong,-10,l,4,40,40,0,l,1,0.9352191999787465,None,,,,,0,40,40,172,105.87313319998793,,,,,,,,105.86625289998483,106.35897920001298,107.29908279998926,,,,,,,,,,l,1,0.9352191999787465,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,square,incong,-10,a,3,41,41,0,a,1,0.7483670000219718,None,,,,,0,41,41,111,107.30569950002246,,,,,,,,107.30052370001795,107.80141269997694,108.55650289996993,,,,,,,,,,a,1,0.7483670000219718,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,diamond,cong,10,l,1,42,42,0,l,1,1.0543966999975964,None,,,,,0,42,42,127,108.56400920002488,,,,,,,,108.55783250002423,109.05176479998045,110.11466730001848,,,,,,,,,,l,1,1.0543966999975964,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
2,diamond,incong,-10,l,1,43,43,0,l,1,1.1080987000023015,None,,,,,0,43,43,85,110.12217849999433,,,,,,,,110.11617850000039,110.60907940001925,111.72331590001704,,,,,,,,,,l,1,1.1080987000023015,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,square,cong,-10,a,4,44,44,0,a,1,0.7117380000418052,None,,,,,0,44,44,148,111.72962719999487,,,,,,,,111.72484949999489,112.22685219999403,112.94754760002252,,,,,,,,,,a,1,0.7117380000418052,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
2,diamond,incong,10,l,2,45,45,0,l,1,0.8577096000080928,None,,,,,0,45,45,92,112.95530430000508,,,,,,,,112.94891480001388,113.44937559997197,114.31345680000959,,,,,,,,,,l,1,0.8577096000080928,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,diamond,cong,10,l,4,46,46,0,l,1,1.083772299985867,None,,,,,0,46,46,178,114.32087390002562,,,,,,,,114.31509230000665,114.82432710001012,115.91310740000335,,,,,,,,,,l,1,1.083772299985867,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
1,square,cong,10,a,4,47,47,0,a,1,0.5483604000182822,None,,,,,0,47,47,10,115.92078490002314,,,,,,,,115.91423220001161,116.4074108999921,116.96320569998352,,,,,,,,,,a,1,0.5483604000182822,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
3,square,incong,10,a,0,48,48,0,a,1,1.0382511999923736,None,,,,,0,48,48,114,116.97093439998571,,,,,,,,116.96460120001575,117.46546749997651,118.51280580001185,,,,,,,,,,a,1,1.0382511999923736,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,square,incong,10,a,0,49,49,0,a,1,0.5893293000408448,None,,,,,0,49,49,162,118.52013630000874,,,,,,,,118.51437160000205,119.01554930000566,119.61355000000913,,,,,,,,,,a,1,0.5893293000408448,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
4,diamond,cong,10,l,5,50,50,0,l,1,1.2678822000161745,None,,,,,0,50,50,179,119.62093279999681,,,,,,,,119.61508780001896,120.11610300000757,121.38643379998393,,,,,,,,,,l,1,1.2678822000161745,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
1,square,incong,-10,a,1,51,51,0,a,1,0.7591678000171669,None,,,,,0,51,51,13,121.39409770001657,,,,,,,,121.38763730000937,121.8804347999976,122.64528120000614,,,,,,,,,,a,1,0.7591678000171669,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
2,square,incong,-10,a,2,52,52,0,a,1,0.7923176999902353,None,,,,,0,52,52,62,122.65247590001673,,,,,,,,122.64664210000774,123.14710060000652,123.94338740000967,,,,,,,,,,a,1,0.7923176999902353,None,,,,,,p003,2026-04-14_12h22.00.699,Flanker Compatibility Task,,2026.1.1,119.16564981454972,2026-04-14 12h22.00.999747 +0800
