difficulty,target_type,condition,dist_pos_x,ans,target_idx,thisN,thisTrialN,thisRepN,Anskey.keys,Anskey.corr,Anskey.rt,Anskey.duration,Prac_Loop.thisRepN,Prac_Loop.thisTrialN,Prac_Loop.thisN,Prac_Loop.thisIndex,Trials_Loop.thisRepN,Trials_Loop.thisTrialN,Trials_Loop.thisN,Trials_Loop.thisIndex,thisRow.t,notes,piloting,Intro.started,Intro.stopped,Intro_keyresp.keys,Intro_keyresp.rt,Intro_keyresp.duration,Trial_Routine.started,Anskey.started,Trial_Routine.stopped,Prac_Loop.Anskey.keys,Prac_Loop.Anskey.corr,Prac_Loop.Anskey.rt,Prac_Loop.Anskey.duration,Ready.started,Ready.stopped,Ready_keyresp.keys,Ready_keyresp.rt,Ready_keyresp.duration,Trials_Loop.Anskey.keys,Trials_Loop.Anskey.corr,Trials_Loop.Anskey.rt,Trials_Loop.Anskey.duration,ThankYou.started,ThankYou.stopped,Thanks_keyresp.keys,Thanks_keyresp.rt,Thanks_keyresp.duration,participant,date,expName,expVersion,psychopyVersion,frameRate,expStart
3,diamond,incong,10,l,2,154,154,0,l,1,1.2653291,None,,,,,0,154,154,140,231.0093906,,,,,,,,231.0037296,231.4972184,232.7675089,,,,,,,,,,l,1,1.2653291,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
1,diamond,cong,10,l,0,155,155,0,l,1,0.8370694,None,,,,,0,155,155,30,232.7757846,,,,,,,,232.7690279,233.2633493,234.1018068,,,,,,,,,,l,1,0.8370694,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
1,diamond,incong,-10,l,1,156,156,0,l,1,0.9542273,None,,,,,0,156,156,37,234.1080784,,,,,,,,234.1030883,234.6023919,235.5597221,,,,,,,,,,l,1,0.9542273,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
3,diamond,cong,-10,l,1,157,157,0,l,1,0.7568142,None,,,,,0,157,157,121,235.5660087,,,,,,,,235.561542,236.0620954,236.8252376,,,,,,,,,,l,1,0.7568142,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
2,diamond,incong,10,l,5,158,158,0,l,1,0.8753402,None,,,,,0,158,158,95,236.8335308,,,,,,,,236.8265118,237.3258793,238.2077786,,,,,,,,,,l,1,0.8753402,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
3,square,cong,-10,a,2,159,159,0,a,1,0.6205301,None,,,,,0,159,159,98,238.2165085,,,,,,,,238.2091216,238.7027366,239.3250168,,,,,,,,,,a,1,0.6205301,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
4,square,cong,10,a,2,160,160,0,a,1,0.8177283,None,,,,,0,160,160,152,239.3324029,,,,,,,,239.3265551,239.8196708,240.6417021,,,,,,,,,,a,1,0.8177283,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
3,square,cong,-10,a,3,161,161,0,l,0,0.936656,None,,,,,0,161,161,99,240.6481051,,,,,,,,240.6433881,241.14428,242.0824996,,,,,,,,,,l,0,0.936656,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
1,diamond,cong,-10,l,2,162,162,0,l,1,0.8153118,None,,,,,0,162,162,26,242.0892912,,,,,,,,242.0838405,242.5759777,243.3982092,,,,,,,,,,l,1,0.8153118,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
1,square,incong,-10,a,3,163,163,0,a,1,0.6120062,None,,,,,0,163,163,15,243.4067344,,,,,,,,243.3993738,243.9013138,244.5157912,,,,,,,,,,a,1,0.6120062,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
3,diamond,incong,10,l,3,164,164,0,l,1,0.6775129,None,,,,,0,164,164,141,244.5219026,,,,,,,,244.5175138,245.0179638,245.6991873,,,,,,,,,,l,1,0.6775129,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
2,square,incong,-10,a,4,165,165,0,a,1,0.5118553,None,,,,,0,165,165,64,245.7050542,,,,,,,,245.7004907,246.1965276,246.7146561,,,,,,,,,,a,1,0.5118553,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
2,diamond,cong,10,l,1,166,166,0,l,1,0.6438786,None,,,,,0,166,166,79,246.7215154,,,,,,,,246.7160065,247.2086055,247.856304,,,,,,,,,,l,1,0.6438786,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
1,diamond,incong,-10,l,4,167,167,0,l,1,0.7354582,None,,,,,0,167,167,40,247.863519,,,,,,,,247.8575763,248.3498693,249.0892408,,,,,,,,,,l,1,0.7354582,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
2,square,incong,10,a,4,168,168,0,a,1,0.6554783,None,,,,,0,168,168,70,249.09588,,,,,,,,249.090577,249.5921725,250.2548976,,,,,,,,,,a,1,0.6554783,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
2,square,cong,10,a,2,169,169,0,a,1,0.7841569,None,,,,,0,169,169,56,250.2630147,,,,,,,,250.2561284,250.7480993,251.5379623,,,,,,,,,,a,1,0.7841569,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
2,diamond,cong,10,l,0,170,170,0,l,1,0.7809275,None,,,,,0,170,170,78,251.5458162,,,,,,,,251.5392204,252.030451,252.812294,,,,,,,,,,l,1,0.7809275,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
2,diamond,incong,10,l,0,171,171,0,l,1,0.730986,None,,,,,0,171,171,90,252.8202214,,,,,,,,252.8132439,253.3078553,254.0469962,,,,,,,,,,l,1,0.730986,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
4,diamond,cong,-10,l,1,172,172,0,l,1,0.6504794,None,,,,,0,172,172,169,254.0538524,,,,,,,,254.0486782,254.5503879,255.2044696,,,,,,,,,,l,1,0.6504794,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
1,diamond,incong,10,l,0,173,173,0,l,1,0.6213124,None,,,,,0,173,173,42,255.2111386,,,,,,,,255.2057799,255.6988328,256.3217821,,,,,,,,,,l,1,0.6213124,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
4,square,incong,-10,a,2,174,174,0,a,1,0.5312899,None,,,,,0,174,174,158,256.3274341,,,,,,,,256.322981,256.8243038,257.3612768,,,,,,,,,,a,1,0.5312899,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
3,diamond,incong,-10,l,2,175,175,0,l,1,0.8384101,None,,,,,0,175,175,134,257.3700106,,,,,,,,257.3626604,257.8636577,258.7033708,,,,,,,,,,l,1,0.8384101,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
4,square,incong,10,a,4,176,176,0,a,1,0.7284792,None,,,,,0,176,176,166,258.7100664,,,,,,,,258.7049636,259.1980049,259.9287257,,,,,,,,,,a,1,0.7284792,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
2,square,incong,10,a,0,177,177,0,a,1,0.4849045,None,,,,,0,177,177,66,259.9353484,,,,,,,,259.9304598,260.4306154,260.9206057,,,,,,,,,,a,1,0.4849045,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
4,square,incong,-10,a,3,178,178,0,a,1,0.993913,None,,,,,0,178,178,159,260.927191,,,,,,,,260.9224708,261.4241947,262.4190574,,,,,,,,,,a,1,0.993913,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
3,diamond,cong,10,l,3,179,179,0,l,1,1.1136418,None,,,,,0,179,179,129,262.4259632,,,,,,,,262.4204787,262.9135956,264.0345285,,,,,,,,,,l,1,1.1136418,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
1,diamond,cong,10,l,5,180,180,0,l,1,0.4873454,None,,,,,0,180,180,35,264.0420825,,,,,,,,264.0357739,264.5291544,265.0190223,,,,,,,,,,l,1,0.4873454,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
2,diamond,incong,-10,l,3,181,181,0,l,1,0.5657953,None,,,,,0,181,181,87,265.0264459,,,,,,,,265.0203549,265.5215702,266.0933685,,,,,,,,,,l,1,0.5657953,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
1,square,incong,-10,a,1,182,182,0,a,1,0.6346256,None,,,,,0,182,182,13,266.1000151,,,,,,,,266.0943047,266.5961005,267.2339994,,,,,,,,,,a,1,0.6346256,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
4,square,incong,-10,a,5,183,183,0,a,1,0.8964032,None,,,,,0,183,183,161,267.2421011,,,,,,,,267.2355156,267.7295649,268.6268273,,,,,,,,,,a,1,0.8964032,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
3,diamond,incong,10,l,1,184,184,0,l,1,0.83286,None,,,,,0,184,184,139,268.6327712,,,,,,,,268.6282721,269.1293272,269.9668157,,,,,,,,,,l,1,0.83286,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
2,square,cong,10,a,5,185,185,0,a,1,0.6328344,None,,,,,0,185,185,59,269.9749179,,,,,,,,269.9680538,270.4606301,271.0997172,,,,,,,,,,a,1,0.6328344,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
2,square,cong,-10,a,1,186,186,0,a,1,0.4865775,None,,,,,0,186,186,49,271.1082434,,,,,,,,271.1012099,271.5948821,272.0834177,,,,,,,,,,a,1,0.4865775,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
2,square,incong,-10,a,0,187,187,0,l,0,0.6178333,None,,,,,0,187,187,60,272.0909352,,,,,,,,272.0844042,272.5774703,273.2000674,,,,,,,,,,l,0,0.6178333,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
3,square,incong,-10,a,0,188,188,0,a,1,0.5573973,None,,,,,0,188,188,108,273.2076691,,,,,,,,273.2014282,273.7013489,274.2595645,,,,,,,,,,a,1,0.5573973,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
1,square,cong,-10,a,2,189,189,0,a,1,0.4514565,None,,,,,0,189,189,2,274.265372,,,,,,,,274.2608983,274.7607494,275.2165445,,,,,,,,,,a,1,0.4514565,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
3,diamond,incong,-10,l,4,190,190,0,l,1,0.9365368,None,,,,,0,190,190,136,275.223544,,,,,,,,275.2180652,275.7193336,276.6581967,,,,,,,,,,l,1,0.9365368,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
1,diamond,cong,-10,l,0,191,191,0,l,1,0.5094181,None,,,,,0,191,191,24,276.6650873,,,,,,,,276.6594476,277.1600852,277.6726859,,,,,,,,,,l,1,0.5094181,None,,,,,,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.6728777,278.8317325,space,1.1507129,None,p004,2026-04-14_12h31.06.147,Flanker Compatibility Task,,2026.1.1,120.3295586,2026-04-14 12h31.06.440388 +0800
