difficulty,target_type,compatibility,dist_pos_x,ans,target_idx,thisN,thisTrialN,thisRepN,Anskey.keys,Anskey.corr,Anskey.rt,Anskey.duration,Prac_Loop.thisRepN,Prac_Loop.thisTrialN,Prac_Loop.thisN,Prac_Loop.thisIndex,Trials_Loop.thisRepN,Trials_Loop.thisTrialN,Trials_Loop.thisN,Trials_Loop.thisIndex,thisRow.t,notes,piloting,Intro.started,Intro.stopped,Intro_keyresp.keys,Intro_keyresp.rt,Intro_keyresp.duration,Trial_Routine.started,Anskey.started,Trial_Routine.stopped,Prac_Loop.Anskey.keys,Prac_Loop.Anskey.corr,Prac_Loop.Anskey.rt,Prac_Loop.Anskey.duration,Ready.started,Ready.stopped,Ready_keyresp.keys,Ready_keyresp.rt,Ready_keyresp.duration,Trials_Loop.Anskey.keys,Trials_Loop.Anskey.corr,Trials_Loop.Anskey.rt,Trials_Loop.Anskey.duration,ThankYou.started,ThankYou.stopped,Thanks_keyresp.keys,Thanks_keyresp.rt,Thanks_keyresp.duration,participant,date,expName,expVersion,psychopyVersion,frameRate,expStart
4,diamond,incong,10,l,5,85,85,0,l,1,0.5439553000032902,None,,,,,0,85,85,191,129.62425469997106,,,,,,,,129.61880230001407,130.11282390000997,130.65806320001138,,,,,,,,,,l,1,0.5439553000032902,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,square,cong,10,a,3,86,86,0,a,1,0.48596869996981695,None,,,,,0,86,86,105,130.66548099997453,,,,,,,,130.65907230001176,131.1597331999801,131.64972919999855,,,,,,,,,,a,1,0.48596869996981695,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,square,incong,10,a,3,87,87,0,a,1,0.3917254999978468,None,,,,,0,87,87,21,131.65773289999925,,,,,,,,131.65066709998064,132.14421729999594,132.54206200002227,,,,,,,,,,a,1,0.3917254999978468,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,diamond,incong,10,l,0,88,88,0,l,1,0.6600275000091642,None,,,,,0,88,88,186,132.54886580002494,,,,,,,,132.54360530001577,133.0368190999725,133.69880020001438,,,,,,,,,,l,1,0.6600275000091642,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,square,incong,-10,a,1,89,89,0,a,1,0.4818663999903947,None,,,,,0,89,89,61,133.7068416000111,,,,,,,,133.69966410001507,134.19417339999927,134.68294129997957,,,,,,,,,,a,1,0.4818663999903947,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,diamond,incong,-10,l,2,90,90,0,l,1,0.5133793000131845,None,,,,,0,90,90,86,134.69039689999772,,,,,,,,134.68422910000663,135.18571539997356,135.70649989997037,,,,,,,,,,l,1,0.5133793000131845,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,square,cong,-10,a,2,91,91,0,a,1,0.4758482000324875,None,,,,,0,91,91,2,135.71408200002043,,,,,,,,135.7074107999797,136.20195309998235,136.68186249997234,,,,,,,,,,a,1,0.4758482000324875,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,diamond,incong,-10,l,1,92,92,0,a,0,0.4993663000059314,None,,,,,0,92,92,133,136.6892657999997,,,,,,,,136.68291490001138,137.17690690001473,137.68090679997113,,,,,,,,,,a,0,0.4993663000059314,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,incong,-10,l,5,93,93,0,l,1,0.6542763000470586,None,,,,,0,93,93,41,137.68882239999948,,,,,,,,137.6817824000027,138.17573949997313,138.8308248000103,,,,,,,,,,l,1,0.6542763000470586,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,diamond,cong,-10,l,5,94,94,0,l,1,0.7012289999984205,None,,,,,0,94,94,173,138.83853349997662,,,,,,,,138.8320811999729,139.3225739999907,140.03042999998434,,,,,,,,,,l,1,0.7012289999984205,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,diamond,incong,-10,l,2,95,95,0,a,0,0.6885666999733075,None,,,,,0,95,95,134,140.03941700002179,,,,,,,,140.0317473000032,140.52231289999327,141.21482029999606,,,,,,,,,,a,0,0.6885666999733075,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,diamond,cong,-10,l,2,96,96,0,l,1,0.5495536,None,,,,,0,96,96,74,141.22129259997746,,,,,,,,141.21616650000215,141.7146073,142.27224249998108,,,,,,,,,,l,1,0.5495536,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,square,incong,-10,a,0,97,97,0,a,1,0.7173436000011861,None,,,,,0,97,97,108,142.27975260000676,,,,,,,,142.27433879999444,142.76721479999833,143.4893234000192,,,,,,,,,,a,1,0.7173436000011861,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,cong,-10,l,0,98,98,0,l,1,0.6868518000119366,None,,,,,0,98,98,24,143.49602979997871,,,,,,,,143.49057730002096,143.99195250001503,144.67983689997345,,,,,,,,,,l,1,0.6868518000119366,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,diamond,incong,10,l,2,99,99,0,l,1,1.0835247000213712,None,,,,,0,99,99,140,144.68706450000172,,,,,,,,144.68115949997446,145.1721200000029,146.26250080001773,,,,,,,,,,l,1,1.0835247000213712,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,square,cong,10,a,5,100,100,0,a,1,0.5380806000321172,None,,,,,0,100,100,11,146.27025419997517,,,,,,,,146.26392110000597,146.75745659996755,147.29622760001803,,,,,,,,,,a,1,0.5380806000321172,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,diamond,cong,-10,l,2,101,101,0,l,1,0.6135390999843366,None,,,,,0,101,101,170,147.30382119998103,,,,,,,,147.29764349997276,147.79451209999388,148.4130510999821,,,,,,,,,,l,1,0.6135390999843366,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,incong,10,l,2,102,102,0,l,1,0.6203713999711908,None,,,,,0,102,102,44,148.4197353000054,,,,,,,,148.4147375000175,148.9152402000036,149.5375267000054,,,,,,,,,,l,1,0.6203713999711908,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,square,cong,10,a,4,103,103,0,a,1,0.6908034000080079,None,,,,,0,103,103,106,149.54448649997357,,,,,,,,149.53864500002237,150.0406705000205,150.7383589000092,,,,,,,,,,a,1,0.6908034000080079,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,square,incong,-10,a,2,104,104,0,a,1,0.6046847000252455,None,,,,,0,104,104,62,150.74425019999035,,,,,,,,150.73968669999158,151.23966640001163,151.8458958999836,,,,,,,,,,a,1,0.6046847000252455,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,diamond,incong,-10,l,1,105,105,0,l,1,0.6373730999766849,None,,,,,0,105,105,181,151.85223399999086,,,,,,,,151.84753239998827,152.34316440002294,152.9865087000071,,,,,,,,,,l,1,0.6373730999766849,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,square,incong,10,a,2,106,106,0,a,1,0.6600828000227921,None,,,,,0,106,106,68,152.99373839999316,,,,,,,,152.98771449999185,153.4823465999798,154.14505089999875,,,,,,,,,,a,1,0.6600828000227921,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,incong,10,l,0,107,107,0,l,1,0.6303977000061423,None,,,,,0,107,107,42,154.1518047999707,,,,,,,,154.14633499999763,154.63891049998347,155.2785198999918,,,,,,,,,,l,1,0.6303977000061423,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,diamond,incong,-10,l,0,108,108,0,l,1,0.8771310999873094,None,,,,,0,108,108,180,155.2859534000163,,,,,,,,155.28008619998582,155.77907579997554,156.6599661000073,,,,,,,,,,l,1,0.8771310999873094,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,incong,10,l,5,109,109,0,l,1,0.5403852999443188,None,,,,,0,109,109,47,156.66731970000546,,,,,,,,156.66084219998447,157.16339439997682,157.70945490000304,,,,,,,,,,l,1,0.5403852999443188,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,diamond,cong,10,l,4,110,110,0,l,1,0.6179196000448428,None,,,,,0,110,110,178,157.7170966999838,,,,,,,,157.71093369997106,158.20546289999038,158.82599480001954,,,,,,,,,,l,1,0.6179196000448428,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,square,incong,-10,a,4,111,111,0,a,1,0.47476789995562285,None,,,,,0,111,111,64,158.83357110002544,,,,,,,,158.8272479000152,159.32058759999927,159.80086149997078,,,,,,,,,,a,1,0.47476789995562285,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,incong,-10,l,2,112,112,0,l,1,0.5646423999569379,None,,,,,0,112,112,38,159.80935499997577,,,,,,,,159.80198659998132,160.29518100002315,160.86710009997478,,,,,,,,,,l,1,0.5646423999569379,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,square,cong,-10,a,5,113,113,0,a,1,0.6511938999756239,None,,,,,0,113,113,101,160.87492229999043,,,,,,,,160.86840009997832,161.36899899999844,162.02519999997457,,,,,,,,,,a,1,0.6511938999756239,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,square,incong,10,a,0,114,114,0,a,1,0.5300238,None,,,,,0,114,114,114,162.03375300002517,,,,,,,,162.02656299999217,162.52034170000115,163.05955940001877,,,,,,,,,,a,1,0.5300238,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,square,cong,10,a,2,115,115,0,a,1,0.5585491000092588,None,,,,,0,115,115,8,163.0670933999936,,,,,,,,163.06085670000175,163.55436289997306,164.11770270002307,,,,,,,,,,a,1,0.5585491000092588,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,diamond,incong,-10,l,0,116,116,0,l,1,0.5235836999490857,None,,,,,0,116,116,84,164.12473079998745,,,,,,,,164.11903439997695,164.62108529999387,165.15029299998423,,,,,,,,,,l,1,0.5235836999490857,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,incong,-10,l,4,117,117,0,l,1,0.5870504000340588,None,,,,,0,117,117,40,165.1580677999882,,,,,,,,165.15141059999587,165.64461830002256,166.2342529000016,,,,,,,,,,l,1,0.5870504000340588,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,incong,-10,l,0,118,118,0,l,1,0.5735951000242494,None,,,,,0,118,118,36,166.2410742000211,,,,,,,,166.2355248,166.73565739998594,167.31693570001516,,,,,,,,,,l,1,0.5735951000242494,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,square,cong,-10,a,2,119,119,0,a,1,0.46214430005056784,None,,,,,0,119,119,146,167.3236875999719,,,,,,,,167.31886890000897,167.8231312999851,168.29028279997874,,,,,,,,,,a,1,0.46214430005056784,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,incong,-10,l,3,120,120,0,l,1,0.6261649999651127,None,,,,,0,120,120,39,168.2978340999689,,,,,,,,168.29116299998714,168.78392409998924,169.41550990001997,,,,,,,,,,l,1,0.6261649999651127,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,diamond,cong,10,l,5,121,121,0,l,1,0.8271866000141017,None,,,,,0,121,121,179,169.42356329999166,,,,,,,,169.41706609999528,169.90985060000094,170.74076020001667,,,,,,,,,,l,1,0.8271866000141017,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,incong,10,l,4,122,122,0,l,1,0.5080767999752425,None,,,,,0,122,122,46,170.74751590000233,,,,,,,,170.7420416,171.2349944000016,171.74817149998853,,,,,,,,,,l,1,0.5080767999752425,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,diamond,incong,-10,l,4,123,123,0,l,1,0.49511619994882494,None,,,,,0,123,123,136,171.75551250000717,,,,,,,,171.7492196999956,172.2433787,172.74032099999022,,,,,,,,,,l,1,0.49511619994882494,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,diamond,cong,10,l,0,124,124,0,l,1,0.6161910999799147,None,,,,,0,124,124,78,172.74731930001872,,,,,,,,172.74191520002205,173.23492630000692,173.85574949998409,,,,,,,,,,l,1,0.6161910999799147,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,diamond,incong,10,l,0,125,125,0,l,1,0.5583786999923177,None,,,,,0,125,125,90,173.86315479996847,,,,,,,,173.85665299999528,174.3510341999936,174.9153964999714,,,,,,,,,,l,1,0.5583786999923177,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,square,incong,10,a,0,126,126,0,a,1,0.4818010000162758,None,,,,,0,126,126,18,174.92229580000276,,,,,,,,174.91701530001592,175.41586050001206,175.9055156999966,,,,,,,,,,a,1,0.4818010000162758,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,diamond,cong,10,l,0,127,127,0,l,1,0.7707835999899544,None,,,,,0,127,127,174,175.91307989996858,,,,,,,,175.90663260000292,176.40039750002325,177.17288779997034,,,,,,,,,,l,1,0.7707835999899544,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,diamond,incong,10,l,1,128,128,0,l,1,0.5929659999674186,None,,,,,0,128,128,91,177.17986689996906,,,,,,,,177.17422049999004,177.67550790001405,178.2725987000158,,,,,,,,,,l,1,0.5929659999674186,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,square,cong,-10,a,3,129,129,0,a,1,0.4641549999942072,None,,,,,0,129,129,3,178.27961759996833,,,,,,,,178.27389770001173,178.77483860001666,179.245997,,,,,,,,,,a,1,0.4641549999942072,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,incong,10,l,3,130,130,0,l,1,0.6135919000371359,None,,,,,0,130,130,45,179.25358090002555,,,,,,,,179.24687849998008,179.73883859999478,180.35483159997966,,,,,,,,,,l,1,0.6135919000371359,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,square,cong,10,a,2,131,131,0,a,1,0.5435936,None,,,,,0,131,131,152,180.36192029999802,,,,,,,,180.35626600001706,180.8560316999792,181.40469190001022,,,,,,,,,,a,1,0.5435936,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,incong,-10,l,1,132,132,0,l,1,0.5418333999696188,None,,,,,0,132,132,37,181.41246109997155,,,,,,,,181.40588019997813,181.90406779997284,182.4538686,,,,,,,,,,l,1,0.5418333999696188,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,diamond,cong,-10,l,0,133,133,0,a,0,0.7288218999747187,None,,,,,0,133,133,168,182.4622978999978,,,,,,,,182.45528749999357,182.95259040000383,183.6871597999707,,,,,,,,,,a,0,0.7288218999747187,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,diamond,cong,10,l,1,134,134,0,l,1,0.6402695000288077,None,,,,,0,134,134,79,183.69525799999246,,,,,,,,183.6886199999717,184.18061729997862,184.82839859998785,,,,,,,,,,l,1,0.6402695000288077,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,square,incong,-10,a,1,135,135,0,a,1,0.7270224000094458,None,,,,,0,135,135,109,184.83631739998236,,,,,,,,184.82974919996923,185.32953470002394,186.06209179997677,,,,,,,,,,a,1,0.7270224000094458,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,square,cong,-10,a,4,136,136,0,a,1,0.7480607000179589,None,,,,,0,136,136,52,186.0694367000251,,,,,,,,186.06346119998489,186.5568237999687,187.31171069998527,,,,,,,,,,a,1,0.7480607000179589,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,square,cong,-10,a,1,137,137,0,a,1,0.4471738999709487,None,,,,,0,137,137,1,187.31973649997963,,,,,,,,187.31294650002383,187.8065743999905,188.2617145999684,,,,,,,,,,a,1,0.4471738999709487,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,square,incong,-10,a,5,138,138,0,a,1,0.6662995,None,,,,,0,138,138,161,188.26908820000244,,,,,,,,188.2634366999846,188.75670939998236,189.4283807000029,,,,,,,,,,a,1,0.6662995,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,diamond,cong,-10,l,3,139,139,0,l,1,0.7390460000024177,None,,,,,0,139,139,123,189.43538109998917,,,,,,,,189.43021810002392,189.93024369998602,190.67750739998883,,,,,,,,,,l,1,0.7390460000024177,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,square,incong,10,a,5,140,140,0,a,1,0.6824554,None,,,,,0,140,140,167,190.68493330001365,,,,,,,,190.6789944000193,191.17243749997579,191.86045500001637,,,,,,,,,,a,1,0.6824554,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,diamond,cong,-10,l,5,141,141,0,l,1,0.8518779000150971,None,,,,,0,141,141,125,191.86787329998333,,,,,,,,191.86179990001256,192.36176709999563,193.2175919,,,,,,,,,,l,1,0.8518779000150971,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,square,cong,-10,a,5,142,142,0,a,1,0.5784500000299886,None,,,,,0,142,142,5,193.2249597000191,,,,,,,,193.21847429999616,193.70824659999926,194.29219710000325,,,,,,,,,,a,1,0.5784500000299886,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,diamond,incong,10,l,5,143,143,0,l,1,0.5884215999976732,None,,,,,0,143,143,95,194.29994539998006,,,,,,,,194.29330339998705,194.78545470000245,195.3754996000207,,,,,,,,,,l,1,0.5884215999976732,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,square,cong,-10,a,5,144,144,0,a,1,0.5908366999938153,None,,,,,0,144,144,53,195.38261530001182,,,,,,,,195.3768332999898,195.87075860000914,196.46684509998886,,,,,,,,,,a,1,0.5908366999938153,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,square,cong,-10,a,1,145,145,0,a,1,0.6895826000254601,None,,,,,0,145,145,145,196.47418239997933,,,,,,,,196.46829430002254,196.96330800000578,197.65811369998846,,,,,,,,,,a,1,0.6895826000254601,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,square,cong,-10,a,4,146,146,0,a,1,0.5784597999881953,None,,,,,0,146,146,4,197.66560419998132,,,,,,,,197.65929009998217,198.1572095999727,198.74118479999015,,,,,,,,,,a,1,0.5784597999881953,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,square,incong,-10,a,5,147,147,0,a,1,0.4895542000303976,None,,,,,0,147,147,65,198.74950229999376,,,,,,,,198.7423610999831,199.23590139998123,199.72615469997982,,,,,,,,,,a,1,0.4895542000303976,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,square,cong,-10,a,3,148,148,0,a,1,0.6723901000223123,None,,,,,0,148,148,147,199.73271880001994,,,,,,,,199.72791289997986,200.22839030000614,200.90703890001168,,,,,,,,,,a,1,0.6723901000223123,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
4,diamond,cong,-10,l,4,149,149,0,l,1,1.039972,None,,,,,0,149,149,172,200.91600159998052,,,,,,,,200.90848579996964,201.40309360000538,202.4487100999686,,,,,,,,,,l,1,1.039972,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,diamond,cong,10,l,2,150,150,0,l,1,0.5696207000291906,None,,,,,0,150,150,80,202.45627819997026,,,,,,,,202.4499455000041,202.95151109999279,203.52330409997376,,,,,,,,,,l,1,0.5696207000291906,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
3,square,incong,10,a,5,151,151,0,a,1,0.6679584000376053,None,,,,,0,151,151,119,203.53094620001502,,,,,,,,203.52437599998666,204.02427310001804,204.69820809998782,,,,,,,,,,a,1,0.6679584000376053,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,square,incong,10,a,4,152,152,0,a,1,0.5213175999815576,None,,,,,0,152,152,70,204.70539369998733,,,,,,,,204.6992599000223,205.19942279998213,205.72264599998016,,,,,,,,,,a,1,0.5213175999815576,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,diamond,cong,-10,l,0,153,153,0,l,1,0.47691679996205494,None,,,,,0,153,153,72,205.7304941000184,,,,,,,,205.72365669999272,206.21813459997065,206.69799349998357,,,,,,,,,,l,1,0.47691679996205494,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,cong,10,l,4,154,154,0,a,0,0.5307898999890313,None,,,,,0,154,154,34,206.7048814999871,,,,,,,,206.69918609998422,207.1921823999728,207.7303980999859,,,,,,,,,,a,0,0.5307898999890313,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,cong,-10,l,3,155,155,0,l,1,0.6234014999936335,None,,,,,0,155,155,27,207.73926850000862,,,,,,,,207.7316047999775,208.22284349997062,208.84754180000164,,,,,,,,,,l,1,0.6234014999936335,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,diamond,cong,-10,l,1,156,156,0,l,1,0.5270208999863826,None,,,,,0,156,156,25,208.85451239999384,,,,,,,,208.84882070001913,209.34618300001603,209.8796704999986,,,,,,,,,,l,1,0.5270208999863826,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
2,square,incong,-10,a,0,157,157,0,a,1,0.5267761999857612,None,,,,,0,157,157,60,209.88728839997202,,,,,,,,209.8808946000063,210.37416080001276,210.9059120999882,,,,,,,,,,a,1,0.5267761999857612,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
1,square,incong,-10,a,4,158,158,0,a,1,0.67836,None,,,,,0,158,158,16,210.9121574999881,,,,,,,,210.9071695000166,211.40877819998423,212.09600830002455,,,,,,,,,,a,1,0.67836,None,,,,,,p007,2026-04-14_14h32.54.461,Flanker Compatibility Task,,2026.1.1,120.28121749945075,2026-04-14 14h32.54.754394 +0800
