difficulty,target_type,condition,dist_pos_x,ans,target_idx,thisN,thisTrialN,thisRepN,Anskey.keys,Anskey.corr,Anskey.rt,Anskey.duration,Prac_Loop.thisRepN,Prac_Loop.thisTrialN,Prac_Loop.thisN,Prac_Loop.thisIndex,Trials_Loop.thisRepN,Trials_Loop.thisTrialN,Trials_Loop.thisN,Trials_Loop.thisIndex,thisRow.t,notes,piloting,Intro.started,Intro.stopped,Intro_keyresp.keys,Intro_keyresp.rt,Intro_keyresp.duration,Trial_Routine.started,Anskey.started,Trial_Routine.stopped,Prac_Loop.Anskey.keys,Prac_Loop.Anskey.corr,Prac_Loop.Anskey.rt,Prac_Loop.Anskey.duration,Ready.started,Ready.stopped,Ready_keyresp.keys,Ready_keyresp.rt,Ready_keyresp.duration,Trials_Loop.Anskey.keys,Trials_Loop.Anskey.corr,Trials_Loop.Anskey.rt,Trials_Loop.Anskey.duration,ThankYou.started,ThankYou.stopped,Thanks_keyresp.keys,Thanks_keyresp.rt,Thanks_keyresp.duration,participant,date,expName,expVersion,psychopyVersion,frameRate,expStart
2,square,incong,-10,a,2,9,9,0,a,1,0.8088919000001624,None,0,9,9,5,,,,,22.724029700038955,,,,,,,,22.71719860000303,23.21499930002028,24.024560899997596,a,1,0.8088919000001624,None,,,,,,,,,,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,square,cong,-10,a,1,10,10,0,a,1,0.791257,None,0,10,10,0,,,,,24.031321200018283,,,,,,,,24.02569450001465,24.517564800044056,25.31505490001291,a,1,0.791257,None,,,,,,,,,,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,diamond,incong,10,l,0,11,11,0,l,1,0.8118507000035606,None,0,11,11,7,,,,,25.32244640000863,,,,,,,,25.316244199988432,25.809184600017034,26.623798299988266,l,1,0.8118507000035606,None,,,,,,,,,,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,diamond,incong,-10,l,4,12,12,0,l,1,0.9593680000398308,None,0,12,12,11,,,,,26.630502399988472,,,,,,,,26.62522839999292,27.119355700036976,28.08086430002004,l,1,0.9593680000398308,None,,,,,,,,,,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,square,incong,10,a,5,13,13,0,a,1,0.6590571000124328,None,0,13,13,9,,,,,28.088738900027238,,,,,,,,28.082224300014786,28.576413100003265,29.23940980003681,a,1,0.6590571000124328,None,,,,,,,,,,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,square,incong,-10,a,1,14,14,0,a,1,0.8350548000307754,None,0,14,14,13,,,,,29.246846200025175,,,,,,,,29.240817000041716,29.734955099993385,30.571917799999937,a,1,0.8350548000307754,None,,,,,,,,,,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,diamond,cong,10,l,0,15,15,0,l,1,0.5546623000409454,None,0,15,15,2,,,,,30.579624100006185,,,,,,,,30.573196700017434,31.0681718,31.630228900001384,l,1,0.5546623000409454,None,,,,,,,,,,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.63039690000005,35.04681299999356,space,2.9235365000204183,None,,,,,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,diamond,incong,10,l,2,0,0,0,l,1,1.5368267999729142,None,,,,,0,0,0,188,35.117636000039056,,,,,,,,35.10501679999288,35.54727159999311,37.085727800033055,,,,,,,,,,l,1,1.5368267999729142,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,diamond,incong,-10,l,3,1,1,0,l,1,1.5467031999723986,None,,,,,0,1,1,183,37.09258799999952,,,,,,,,37.0876883,37.588541400036775,39.14259609999135,,,,,,,,,,l,1,1.5467031999723986,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,diamond,incong,10,l,2,2,2,0,l,1,0.8119242999819107,None,,,,,0,2,2,92,39.15010920003988,,,,,,,,39.143902600044385,39.636123900010716,40.45029260002775,,,,,,,,,,l,1,0.8119242999819107,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,square,incong,-10,a,5,3,3,0,a,1,1.0084861999494024,None,,,,,0,3,3,161,40.45826889999444,,,,,,,,40.45192620001035,40.946272400033195,41.959114,,,,,,,,,,a,1,1.0084861999494024,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,square,incong,10,a,1,4,4,0,a,1,0.7701113999937661,None,,,,,0,4,4,115,41.966048900038004,,,,,,,,41.96052610001061,42.45507030002773,43.22584339999594,,,,,,,,,,a,1,0.7701113999937661,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,diamond,incong,-10,l,3,5,5,0,l,1,0.9582273,None,,,,,0,5,5,87,43.23263780004345,,,,,,,,43.2270634,43.72752830001991,44.69205180002609,,,,,,,,,,l,1,0.9582273,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,diamond,cong,-10,l,5,6,6,0,l,1,0.8251766000175849,None,,,,,0,6,6,77,44.6991507,,,,,,,,44.69334410002921,45.19532490003621,46.02420600003097,,,,,,,,,,l,1,0.8251766000175849,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,diamond,cong,10,l,0,7,7,0,l,1,1.1527628999901935,None,,,,,0,7,7,126,46.03188329999102,,,,,,,,46.02564830001211,46.52114560001064,47.68185180000728,,,,,,,,,,l,1,1.1527628999901935,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,square,cong,-10,a,3,8,8,0,a,1,0.7410462999832816,None,,,,,0,8,8,51,47.689645800041035,,,,,,,,47.6827296,48.17608340003062,48.9237231,,,,,,,,,,a,1,0.7410462999832816,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,square,cong,10,a,5,9,9,0,a,1,0.6701789000071585,None,,,,,0,9,9,11,48.931335200031754,,,,,,,,48.92479740001727,49.42514619999565,50.09839870000724,,,,,,,,,,a,1,0.6701789000071585,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,square,incong,-10,a,4,10,10,0,a,1,1.169032200006768,None,,,,,0,10,10,112,50.10617330000969,,,,,,,,50.09973489999538,50.597098400001414,51.77279240003554,,,,,,,,,,a,1,1.169032200006768,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,square,incong,-10,a,2,11,11,0,a,1,0.6312979999929667,None,,,,,0,11,11,14,51.7804614,,,,,,,,51.77376609999919,52.27374050003709,52.906724700005725,,,,,,,,,,a,1,0.6312979999929667,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,diamond,incong,10,l,1,12,12,0,l,1,0.9973048000247218,None,,,,,0,12,12,91,52.91323900001589,,,,,,,,52.90824590000557,53.40503730002092,54.40638250001939,,,,,,,,,,l,1,0.9973048000247218,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,diamond,cong,-10,l,2,13,13,0,l,1,1.1682835000101477,None,,,,,0,13,13,170,54.41313890001038,,,,,,,,54.40822520002257,54.90740200004075,56.079937600006815,,,,,,,,,,l,1,1.1682835000101477,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,square,cong,10,a,2,14,14,0,a,1,0.8529380999971181,None,,,,,0,14,14,152,56.08755250001559,,,,,,,,56.08151440002257,56.57451659999788,57.42963249998866,,,,,,,,,,a,1,0.8529380999971181,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,diamond,incong,-10,l,2,15,15,0,l,1,0.9841601999942213,None,,,,,0,15,15,38,57.437213300028816,,,,,,,,57.43077690002974,57.924205899995286,58.91303340002196,,,,,,,,,,l,1,0.9841601999942213,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,diamond,incong,10,l,4,16,16,0,l,1,0.9849439000245184,None,,,,,0,16,16,190,58.92028020002181,,,,,,,,58.9146066,59.41791540000122,60.4120284,,,,,,,,,,l,1,0.9849439000245184,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,square,incong,-10,a,0,17,17,0,a,1,0.8881734000169672,None,,,,,0,17,17,156,60.4197493,,,,,,,,60.41308770002797,60.90325380000286,61.795984200027306,,,,,,,,,,a,1,0.8881734000169672,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,square,incong,-10,a,0,18,18,0,a,1,0.6615412,None,,,,,0,18,18,12,61.80290190002415,,,,,,,,61.797238900035154,62.299516100028995,62.96973710000748,,,,,,,,,,a,1,0.6615412,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,diamond,cong,-10,l,1,19,19,0,l,1,0.8267724000033922,None,,,,,0,19,19,169,62.97745470004156,,,,,,,,62.971303900005296,63.46095420001075,64.29495210002642,,,,,,,,,,l,1,0.8267724000033922,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,diamond,cong,10,l,5,20,20,0,l,1,1.5591340999817476,None,,,,,0,20,20,83,64.30289280001307,,,,,,,,64.2961873,64.78991670004325,66.35282580001513,,,,,,,,,,l,1,1.5591340999817476,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,diamond,incong,10,l,5,21,21,0,l,1,0.5497029999969527,None,,,,,0,21,21,47,66.3606205,,,,,,,,66.35371540003689,66.84710549999727,67.40328110003611,,,,,,,,,,l,1,0.5497029999969527,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,square,cong,10,a,4,22,22,0,a,1,0.7245189000386745,None,,,,,0,22,22,10,67.41015890002018,,,,,,,,67.40456100000301,67.89767520001624,68.62706840003375,,,,,,,,,,a,1,0.7245189000386745,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,square,cong,10,a,5,23,23,0,a,1,0.9095306000090204,None,,,,,0,23,23,155,68.63462160003837,,,,,,,,68.62855190003756,69.12170600000536,70.03494820004562,,,,,,,,,,a,1,0.9095306000090204,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,square,cong,10,a,2,24,24,0,a,1,0.8957477000076324,None,,,,,0,24,24,104,70.04226509999717,,,,,,,,70.0362688,70.52974540001014,71.42606329999398,,,,,,,,,,a,1,0.8957477000076324,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,square,cong,-10,a,3,25,25,0,a,1,0.9406576000037603,None,,,,,0,25,25,99,71.43384960002732,,,,,,,,71.42724730004556,71.92274150002049,72.86773769999854,,,,,,,,,,a,1,0.9406576000037603,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,diamond,incong,-10,l,3,26,26,0,l,1,0.6724161999882199,None,,,,,0,26,26,39,72.87630569998873,,,,,,,,72.86891130002914,73.36253570002737,74.03600000002189,,,,,,,,,,l,1,0.6724161999882199,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,square,incong,-10,a,5,27,27,0,a,1,0.8908183,None,,,,,0,27,27,65,74.04241340002045,,,,,,,,74.03794900001958,74.53730429999996,75.43359140004031,,,,,,,,,,a,1,0.8908183,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,square,incong,10,a,0,28,28,0,a,1,0.8098132999730296,None,,,,,0,28,28,66,75.44198770000366,,,,,,,,75.43483370001195,75.92821109999204,76.74143970001023,,,,,,,,,,a,1,0.8098132999730296,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,square,cong,10,a,0,29,29,0,a,1,0.5908742999890819,None,,,,,0,29,29,6,76.7493079,,,,,,,,76.74272660003044,77.23457050003344,77.83276240003761,,,,,,,,,,a,1,0.5908742999890819,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,square,cong,-10,a,2,30,30,0,a,1,0.6654837,None,,,,,0,30,30,98,77.84049940004479,,,,,,,,77.8339122,78.32761149998987,78.99920870002825,,,,,,,,,,a,1,0.6654837,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,diamond,incong,10,l,4,31,31,0,l,1,0.5795600999845192,None,,,,,0,31,31,46,79.00780050002504,,,,,,,,79.00054020003881,79.4958684,80.08248060004553,,,,,,,,,,l,1,0.5795600999845192,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,diamond,cong,10,l,1,32,32,0,l,1,1.2010435999836773,None,,,,,0,32,32,127,80.09000980004203,,,,,,,,80.0838056,80.57868720003171,81.78229800000554,,,,,,,,,,l,1,1.2010435999836773,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,diamond,cong,-10,l,4,33,33,0,l,1,0.9399905999889597,None,,,,,0,33,33,172,81.78952089999802,,,,,,,,81.78361470001983,82.27810250001494,83.22346450004261,,,,,,,,,,l,1,0.9399905999889597,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,diamond,incong,-10,l,4,34,34,0,l,1,1.2593356000143103,None,,,,,0,34,34,184,83.23234190000221,,,,,,,,83.22490170004312,83.72346490004566,84.99001020001015,,,,,,,,,,l,1,1.2593356000143103,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,diamond,incong,10,l,0,35,35,0,l,1,0.9025017,None,,,,,0,35,35,138,84.99788800004171,,,,,,,,84.991461,85.4893842,86.39821410004515,,,,,,,,,,l,1,0.9025017,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,diamond,cong,10,l,3,36,36,0,l,1,0.9954989000107162,None,,,,,0,36,36,129,86.4059111,,,,,,,,86.39998660003766,86.893479,87.8969268,,,,,,,,,,l,1,0.9954989000107162,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,diamond,cong,10,l,0,37,37,0,l,1,0.6321793000097387,None,,,,,0,37,37,30,87.90466050000396,,,,,,,,87.89815379999345,88.39305360004073,89.03113700001268,,,,,,,,,,l,1,0.6321793000097387,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,diamond,incong,-10,l,2,38,38,0,l,1,1.1318132999585941,None,,,,,0,38,38,182,89.03757809998933,,,,,,,,89.03267079999205,89.53489619999891,90.67346250003902,,,,,,,,,,l,1,1.1318132999585941,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,diamond,cong,10,l,5,39,39,0,l,1,0.7150610000244342,None,,,,,0,39,39,131,90.67966990004061,,,,,,,,90.6750012,91.17272920004325,91.89695130003383,,,,,,,,,,l,1,0.7150610000244342,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,diamond,incong,-10,l,4,40,40,0,l,1,0.7571248000022024,None,,,,,0,40,40,40,91.90504230000079,,,,,,,,91.89813650003634,92.39138660003664,93.15544290002435,,,,,,,,,,l,1,0.7571248000022024,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,diamond,cong,-10,l,0,41,41,0,l,1,0.7573115000268444,None,,,,,0,41,41,24,93.1634915,,,,,,,,93.15675319998991,93.65647779998835,94.42063440004131,,,,,,,,,,l,1,0.7573115000268444,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,diamond,incong,-10,l,5,42,42,0,l,1,0.6450082000228576,None,,,,,0,42,42,89,94.42950860003475,,,,,,,,94.42188860004535,94.91527699999278,95.56308200000785,,,,,,,,,,l,1,0.6450082000228576,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,square,cong,-10,a,4,43,43,0,a,1,0.7233274000464007,None,,,,,0,43,43,4,95.57024780003121,,,,,,,,95.56436640000902,96.05728760000784,96.78864969999995,,,,,,,,,,a,1,0.7233274000464007,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,diamond,cong,-10,l,4,44,44,0,l,1,1.1106351999915205,None,,,,,0,44,44,124,96.79514940001536,,,,,,,,96.79003730003024,97.29138539999258,98.40477870003087,,,,,,,,,,l,1,1.1106351999915205,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,square,cong,10,a,1,45,45,0,a,1,0.7415945,None,,,,,0,45,45,55,98.41109950002283,,,,,,,,98.40615500003332,98.90553250000812,99.65359770000214,,,,,,,,,,a,1,0.7415945,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,square,cong,-10,a,0,46,46,0,a,1,0.6306980000226758,None,,,,,0,46,46,96,99.66152560000774,,,,,,,,99.65522990003228,100.15429650002625,100.78713040001458,,,,,,,,,,a,1,0.6306980000226758,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,square,incong,10,a,5,47,47,0,a,1,0.5972856999724172,None,,,,,0,47,47,23,100.79402400000254,,,,,,,,100.78841470001498,101.28935360000469,101.8877705000341,,,,,,,,,,a,1,0.5972856999724172,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,square,cong,-10,a,0,48,48,0,a,1,0.5849466000217944,None,,,,,0,48,48,48,101.89588480000384,,,,,,,,101.88910180004314,102.3892618000391,102.97804710001219,,,,,,,,,,a,1,0.5849466000217944,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
1,square,cong,-10,a,2,49,49,0,a,1,0.610928,None,,,,,0,49,49,2,102.98497270001099,,,,,,,,102.97967400000198,103.4808377000154,104.09456380002666,,,,,,,,,,a,1,0.610928,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
4,diamond,cong,10,l,0,50,50,0,l,1,0.6394531999831088,None,,,,,0,50,50,174,104.10061550000682,,,,,,,,104.0959497,104.59796230000211,105.24269919999642,,,,,,,,,,l,1,0.6394531999831088,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,diamond,cong,10,l,4,51,51,0,l,1,0.7734058999922127,None,,,,,0,51,51,130,105.25047850003466,,,,,,,,105.24368290003622,105.74015580001287,106.51868939999258,,,,,,,,,,l,1,0.7734058999922127,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
3,diamond,incong,10,l,5,52,52,0,l,1,0.8339182,None,,,,,0,52,52,143,106.52640400000382,,,,,,,,106.52029590000166,107.01348940003663,107.85056550003355,,,,,,,,,,l,1,0.8339182,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
2,square,incong,-10,a,1,53,53,0,a,1,0.7144247000105679,None,,,,,0,53,53,61,107.85920470004203,,,,,,,,107.85197770001832,108.34508480003569,109.0604958999902,,,,,,,,,,a,1,0.7144247000105679,None,,,,,,p002,2026-04-14_12h06.01.961,Flanker Compatibility Task,,2026.1.1,119.95815858291446,2026-04-14 12h06.02.271879 +0800
